text,label
留住刹那的经典，是摄影独有的魅力19楼空间：美国《时代》杂志评出2011年度最令人惊讶图片，图组:4原文转发原文评论$LOTOzf$,literature
刚听广播被雷到了，科比要来中国加盟山西队打CBA？$LOTOzf$,sports
欧足联主席普拉蒂尼周三表示，他没有理由相信在欧冠中里昂7-1大胜萨格勒布的比赛是“可疑的”。详情：http:url.cn/1KaX6g$LOTOzf$,sports
介读所近期旅行书单：《馋了吗？想发脾气吗？去旅行吧》（申礼姬）《在欧洲，逛市集》（韩良忆）《穷逛巴黎》（陈念萱）《我，睡了，81个人的沙发》（连美恩）《东京杂货地图》（株式会社）《慢漫京都》（杰利马兰达）《去，你的旅行》（阿）（20111104）标签：$LOTOzf$,literature
[女性保养皮肤的8个小窍门]①早晚两杯水，早清洁肠，晚保证血液不因缺水而黏稠。②一个西红柿，满足所需维C。③一杯醋，延缓血管硬化。④一杯酸奶，补钙效果好。⑤一瓶矿泉水，浸湿纱布敷在脸上，反复进行，补充微量元素。⑥一袋茶叶，天然、有效的减肥剂。⑦简单面膜，将沉积脸上脏东西消除。$LOTOzf$,woman
来自8月10日上午日照媒体新闻发布会的消息：由我国着名白酒品牌“红花郎”酒冠名的“郎酒 红花郎杯”中国（日照）第二届沙滩足球争霸赛，将于8月13至21日在日照市万平口沙滩举行。$LOTOzf$,sports
 足球这东东是男人的玩意儿$LOTOzf$风一样流浪:小道消息：阿内尔卡来中超，法国育碧背后操手疑代言《全民足球》，阿内尔卡的签约法国育碧起到了相当大的作用，中超历史最大牌外援就此花落上海。育碧很可能请阿内尔卡为《全民足球》游戏做代言吸引中国的千万足球迷们。你们会试着玩玩阿内尔卡代言的《全民足球》吗？,sports
【宝宝最喜欢的六类妈妈】1.心地善良，性格温柔，对孩子充满爱。2.热爱学习，知识丰富，能满足孩子的求知欲。3.了解孩子，能满足孩子的正当需要。4.教育讲究方法，从不打骂。5.言行一致，说到做到。6.勤劳做家务，带动孩子一起劳动、游戏。$LOTOzf$,woman
小樱桃幽默四格之《不好受》，对于爱玩的孩子来说，去上学总是件很纠结的事呢！$LOTOzf$,literature
推荐收听 教你做漂亮女人 每天分享很多美容护肤方法，大家快来强势围观吧。$LOTOzf$,woman
2011好书推荐《武动乾坤》cc天蚕土豆$LOTOzf$,literature
中央经济工作会议12月12日至14日在北京举行，很引人瞩目的一个新的提法是，要提高中等收入者比重，但是股市却把“中等收入者”一批又一批地变成了“低收入人群”！$LOTOzf$,woman
光棍节美丽密语，君君的CO2 面膜初体验。 风靡日韩的二氧化碳面膜真心给力，准备批量购进啦！~美白嫩肤效果是我用过最赞的！~新日志哦:http:url.cn/2QNS59$LOTOzf$,woman
《文化月刊动漫游戏》十一月刊专题报道之第六届中国北京国际文化创意产业博览会。中国国际贸易促进委员会北京市分会副会长储祥银发文详尽解读中国北京国际文化创意产业博览会的策划思路、运作机制和实效果。,literature
足球剧情总是存在着大惊喜的。在前面两家公司实况比赛输球很少但大都在决赛，两次冠军两次亚军一次首轮爆冷，在Ctrip Building的近两年时间里，跟技术流选手踢过不少于五十场，只有一场平局其他场次全胜。一直控制局面面对熟悉的老玩家时游刃有余，今天被第一次对阵的粗暴派kai_蔡毅 1-0 破了不败之身$LOTOzf$,sports
LOL最新赛况：在8进4比赛中，中国队夺冠希望iG 被CLG以2:0完虐！！！悲剧哇 $LOTOzf$,sports
日女排主帅不满新积分制 暗示中国受益进伦敦  http:url.cn/3ZCnd7  (分享自 腾讯体育 )$LOTOzf$,sports
【《实况足球2012》全方位教你操作、进攻、防守、任意球四合一】 http:url.cn/1Qretw                收起《实况足球2012》全方位教你操作、进攻、防...$LOTOzf$,sports
王小波在14年前的4月10日写道：“我正在出一本杂文集，名为《沉默的大多数》。大体意思是说，自从我辈成人以来，所见到的一切全是颠倒着的……千里之行始于足下，中国要有自由派，就从我辈开始。”第二天，他死去。后来有人说，20世纪中国文学，前50年是鲁迅，后50年是王小波。$LOTOzf$,literature
发表了博文《深圳婚纱摄影世纪佳人13周年感恩回馈缤纷好礼拿回家》13周年感恩回馈缤纷好礼拿回家圣诞的钟声伴随着新年的欢乐即将来临，同时也迎来了我们世纪佳人13周年庆典，在这万分感动、万:4,woman
美白针成分传明酸，谷胱甘肽，维生素，维生素，其它辅助酶等。$LOTOzf$,woman
2012年全彩变身后的第1期《时代影视》正式面市啦快去身边的书报销售点找找吧新的栏目，新的内容，新的样子，希望全新全彩的小时没有让你失望哦封面是炎天王，每本随刊附赠两张圣诞立体贺卡，抢喽标签：,literature
转发微博瑶瑶：经过长达两年半的等待，中国足坛反赌案终于水落石出，首批涉案人员的案件即将在下周一开庭审理在这次将要被审理的涉案人员中，包括原足球运动管理中心副主任杨一民和原中国足协裁判委员会主任张健强，及相关俱乐部官员、球员和裁判等等。更多及时资讯请收听江南之声频率各整点的《926快报》转发(1)评论12月15日08:34来自新浪微博标签：$LOTOzf$,sports
换届大会圆满成功，各职位已经确定，明天正式对外公布，谢谢大家一直以来的支持和关注！绿色风将由新的一代带领，继续前行。$LOTOzf$,campus
美容健康:水果保健功效盘点健康养生小常识：水果保健功效盘点染发烫发多食鳄梨，修复受损发质。用脑过度吃香蕉，缓解消极情绪。过度用眼吃番木瓜补充维。牙龈出血吃猕猴桃补充维。长期吸烟吃葡萄排出肺内毒素。肌肉拉伤吃菠萝，促进组织修复。预防皱纹吃芒果激发肌肤活力。脚气困扰吃柳橙。冬季咳嗽多吃梨。原文转发原文评论,woman
今晚我们学校晚会，移动的拿起你们的手机为我们投一票。登录 wap.wxcs.cn 选择57号节目。$LOTOzf$,campus
【轻松美肤】1.香蕉牛奶面膜，敷20分钟洗净。2.鸡蛋蜂蜜面膜减少皱纹。3.姜黄粉和牛奶混合祛色斑。4.麦片、乳酪和番茄汁混合敷脸提亮肤色。5.生土豆片敷脸减色斑和疤痕。6.黄瓜水敷脸15分钟收敛毛孔。7.冰块敷脸收缩毛孔改善血液循环。8.柑桔汁对付油性肌肤。在家轻松美容。$LOTOzf$,woman
【L丰胸——安全的丰胸手术】华美L美胸非常安全，5大理由：①丰胸手术在世界上已有超过100年的历史;②假体硅胶有40多年的安全使用史;③每年都有超过600万女性接受丰胸手术;④不损伤乳腺组织，不影响哺乳;⑤华美美莱率先发布中国首部《整形美容安全消费白皮书》，维护社会大众整形美容消费利益。				$LOTOzf$,woman
阿内尔卡加盟申花，过亿的身价，值还是不值？明早活力早班车，邀您上线来说话，热线号码：62561000标签：$LOTOzf$,sports
发表了博文《少年博览上半月（小学版）第12期目录》新闻频道特别影视温暖表情：感动心情04小记者新势力抢车位08停车难，难于上青天鲜校园事件簿手拉手一家亲:8标签：$LOTOzf$,literature
 爱死小豹纹了~天生美甲控，就收听不弄指甲就闹心$LOTOzf$      不弄指甲就闹心:新做的豹纹小蝴蝶结~大家觉得怎么样？,woman
【2011最搞笑灌篮集锦】 http:url.cn/236yrO$LOTOzf$,sports
"萨冈的短片小说还没有看过，买来看看~已经没有相关微博任务...
$LOTOzf$  99读书人：“没想到萨冈的短篇小说也写得这样好，这个不厚的集子居然收了19篇，让人几乎以为这是“短经典”系列中，性价比最高的一本……从少不更事变成了徐娘半老，在技术上有了更多的追求。确实，这些故事讲得都很精彩、细腻、完整，而且还都有点出人意料，这是一种让人不太愉快的巧合。”http:t.cn/SIkXx    转发(114)|评论(21)12月26日 10:00 来自新浪微博            ",literature
 不是说来中超么？ || 国际足球:  西多夫这状态~ || 穿越亚平宁: 本期话题：你如何看待意甲五支球队的欧战前景？欢迎大家讨论。国际足球 意甲 米兰新闻 腾讯出品$LOTOzf$      穿越亚平宁:穿越亚平宁第13期上线啦，本期主题：老妖是如何炼成的。意甲之战，回顾上轮比赛精华，皮耶罗痛失进球良机，博阿滕假摔PK拉影。意球成名讲述米兰“政委”的生存之道，老妖是如何炼成的？追意板块回顾一场米兰德比，0607赛季双方上演进球大战。 http:url.cn/217fGc  刘嘉远 腾讯体育 腾讯体育视频                收起穿越亚平宁第13期：老妖是怎样炼成的,sports
【电镀基础知识】这个行业的可以收藏 http:url.cn/2Ylsp$LOTOzf$,literature
毕业生能力该怎么“考”？想让校园招聘对应聘者有足够的吸引力，单是科学的考试内容还不足够，因为校园招聘是一个系统工程，需要在考试运营方面全面部署。作为校招服务商ATA公司推出的人性化服务，帮助客户考虑了诸多人性化的因素，包括招聘考前、考中以及考后需要考虑的众多直接、间接的关怀服务				$LOTOzf$,campus
878天津滨海广播长篇小说《大帅府》是一部以张学良家族为题材的小说，再现当年张氏家族从发家到创立大帅府，成为东北一带霸王而风光无限的全过程，被誉为民国东北版《红楼梦》。收听下载:微电台:8大良,literature
【校车特权如何落到实处 专家解答民众五大担忧】校车特权如何保障？“校车安全的系统治理及其立法研究”课题组副组长刘鑫指出，校车能否享受特权，一靠监管，二靠国人的自觉意识和个人素质，“法规再完善，不执行就是空壳子。”http:url.cn/374Yfx$LOTOzf$,campus
亲，现在我们湖北体育频道的体坛那些事节目正在播出喔今天的主题是“五人制足球”主持人艾轶将和嘉宾武汉地龙队教练李欣和张习为大家带来有关五人制足球的话题，欢迎收看喔标签：,sports
世纪金花·西安·美居生活家 brabantia烫马，俗称熨衣板。 整座烫马可承重量约80公斤，可作四段高度调整，具有卡位安全设计避免夹伤手，防止任意滑动，可更换布套的特殊勾线，易于固定，可以保用十年哟~~多种柔美色彩花样可选择，美化您的家居环境大秦时尚 大秦家居 大秦网 李蕾$LOTOzf$,woman
【一个被13所学校开除过的学生的忏悔，一段让无数人流泪演讲会！　】不看不知道一看明白了，人生短暂啊。分享给您身边的朋友吧 http:url.cn/2TqRT5                收起一个被13所学校开除过的学生的忏悔，一段让...$LOTOzf$,campus
晚会倒计时第三天：西亚斯郑州校友会跨年晚会奖品之感谢校友总会美女刘老师的朋友赞助的盆景鱼火锅店价值500的草鱼票现金券30张百分感谢2011：宏图路十里铺街交叉口盆景鱼免费品尝卡2斤20张，1斤10张拼图西亚斯郑州校友会咖啡红烧肉转发(4)评论(4)12月15日12:52来自版标签：$LOTOzf$,campus
中职校优秀毕业生明年可免试读高职记者14日从省教育厅获悉，明年我省将试点中职校推荐优秀应届毕业生免试入读高职院校。符合相关条件的不需参加全省高职单招考试，由高职院校直接录取。推荐免试的考生须符合4个条件，详见:标签：$LOTOzf$,campus
五款养颜甜品：①去痘：薄荷、冰糖热水冲泡冷藏后放入柠檬片②除面部萎黄：薏米黄豆冷水浸泡5小时、榨浆煮沸、放糖和葡萄糖内脂搅拌③改善黯沉：西米煮10分钟后过凉水，椰奶煮沸加山药、晾至室温加西米、荔枝、白糖④美白红润：玫瑰茄、玫瑰、冰糖热水冲泡⑤淡化色斑：西红柿、柠檬榨汁加蜂蜜。美容$LOTOzf$,woman
本周末风云足球直播预告：10日15：00中国足协室内五人制甲级联赛第9轮青岛英茁体育浙江黄龙三大22：30不来梅沃尔夫斯堡11日01：30汉诺威96勒沃库森03：45国际米兰佛罗伦萨22：30多特蒙德凯泽斯劳滕12日00：30斯图加特拜仁慕尼黑标签：$LOTOzf$,sports
哎哟妈妈哟，韩PIAPIA解说，又不能看了。 【评】 女足S韩国前瞻：悍马能否亮剑 李霄鹏誓破韩 http:url.cn/0gIfDZ$LOTOzf$,sports
【尤加迪曼 2011冬装新款 修身淑女长袖圆领钉珠毛衣 32122】分享了 http:url.cn/4fgSkL$LOTOzf$,woman
看到您的评价我们也很兴奋！但我们没有语无伦次……因为我们兴奋的有点说不出话了……哈哈~~感谢感谢！提醒MM一下，这个CC霜因为里面有压缩的山泉水，所以为了防止接触空气太多水分风干，用后记得塞上小塞子盖好瓶盖！祝每天都美丽漂亮！				 M涵小姚：爱悠时尚生活 宝贝收到了，上个图看看！哈哈，手机拍的别介意啊！东东超好，超爱，还多送了宝贝，超贴心啊，哈哈，太兴奋了，有点语无伦次啊！哈哈哈哈。。。超感谢！！！原文转发|原文评论 $LOTOzf$,woman
刘建宏 强烈希望足球之夜能做一期关于日本女足首捧世界杯之于中国足球的思考，虽然现在大家都在反思，也都在找出路，但还是希望足球之夜能对此有一个全盘的论述，最好能把老女足一代请来一起聊聊$LOTOzf$,sports
悦读会有了好礼仪，整个场面才Hold得住！12月23日14:30，青海宾馆迎宾厅，百家讲坛》讲师，人民大学知名礼仪与公共关系专家金正昆教授告诉你，怎样通过好的社交礼仪实现有效沟通！发短信“名家”至10658080获取登陆地址进入“名家零距离”专区，或手机点击http:url.cn/24s9ti  参与抢票！$LOTOzf$,campus
伊美尔赵琼:无				 漓江出版社阅美文化：肉毒素的多种妙用肉毒素治疗的基本原理就是暂时性地阻断神经与肌肉的传递。肉毒素除了除皱之外，还有很多其他的妙用：让面部年轻化、止痛、体味清新、重塑小脸美女、面部紧致提升。——赵琼 《我的美丽处方》http:t.cn/SL3FH8原文转发|原文评论 $LOTOzf$,woman
组图：第五轮精彩瞬间 姚明督战上海主场首秀 http:url.cn/2qK87l  (分享自 腾讯体育 )$LOTOzf$,sports
分享照片最值得爱的男人，不是他能给你戴上不菲的钻戒，而是他愿意毫无保留的用余下的生命，为你不断打磨完善自身，变得更坚固可靠；为你将心从此抹得通透，唯你无她；为你折射出人生存在的意义，散发幸福的光。他才是专属于你的无价的钻石，他的一生守护才是你最宝贵的戒指：）--《女友-家园》10月$LOTOzf$,literature
转发微博台江整形医院王炳虓：注射除皱手术注入的药物数小时就会被人体吸收，所以不必担心对人体的副作用，此法无需手术、无痛苦、无副作用，见效快，安全可靠、简单有效，深受爱美女性的欢迎。:455原文转发原文评论$LOTOzf$,woman
【福州去眼袋的方法】韩式微创祛眼袋手术是福州华美眼袋整形专家根据人体皮肤特定情况出发采用内路加紧肤的技术。福州华美去眼袋专家在为求美者去掉眼袋的同时，可以有效做到紧肤处理，实现双管其下、两头并进。在为求美者去眼袋的同时，也能将眼周的细小皱纹全部去除。				$LOTOzf$,woman
体育：阿森纳打造全新冠军球队热尔维尼奥虽然距离皮雷还有很长一段距离，但他风驰电掣的盘带还是让球迷看到了21世纪初那条速度像风一般的黄金左路。他们是四强球队中投入最少的，但在传奇球星给予巨大精神力量的帮助下，温格依然有时间打造一支新的冠军球队。新浪体育标签：,sports
2011年寮步镇篮球联赛 甲级赛A组比赛日程表http:url.cn/4M0Gfu$LOTOzf$,sports
【品牌秋装新款呢子短外套妈妈装喜庆唐装女装中年中老年婆婆50岁】衣服很合身，妈妈很喜欢 http:url.cn/1e98U2$LOTOzf$,woman
最后是12月16日节目完整版本，大家慢慢欣赏哦，本期的有奖互动话题也已经结束，获奖名单将在近期公布，我们会第一时间发到官方微博，中奖的朋友要戒骄戒躁，没中奖的，也要再接再励~！！http:t.cn/ScCEst 中国篮球        $LOTOzf$,sports
"随手拍如何打发等飞机的无聊时间？商界传媒8月数码刷屏广告秀!广州机场155台,上海虹桥机场152台.看到广告马上拍下来，发微博并商界传媒 ,就可免费获得商界杂志 商界评论 商界时尚 家人杂志 中华手工 任何一本你感兴趣的杂志!$LOTOzf$",literature
随手是缘！【东方哲学史（现代卷）￥68.20 】http:url.cn/1ZjjQ0  晚上在当当网随手订两本书，没想到竟然赶上上市一周年促销，128元直减20。贪图小便宜是女人最没法拒绝的诱惑，于是又顺手订了工具书。为了填满另一个128，随手搜索印度哲学。竟然搜到东方哲学史的新着，搜到拉达克里希南和奥罗宾多!$LOTOzf$,literature
哈尔滨工业大学: 我校自主招生工作已经开始，请相关考生关注哈尔滨工业大学招生办$LOTOzf$  哈尔滨工业大学招生办：我校自主选拔录取招生推出“英才计划” http:t.cn/S42jCx转发(19)|评论(3)11月28日 10:39 来自新浪微博            ,campus
2011好书推荐《乔布斯传》$LOTOzf$,literature
绿城正式签约冈田武史首位日本籍主帅征战中超:76（分享自新浪体育）标签：$LOTOzf$,sports
互听大队科婷新品上市，7折特卖大优惠，无痕祛痘凝胶，黑头导出液特价5折$LOTOzf$,woman
中国的问题恰恰是韩端最没有威力。我一直推荐她去参加大邱世锦赛，跑女子一万米。 【评】 组图：女足备战李霄鹏轻松 韩端头球威力十足 http:url.cn/06Odjv$LOTOzf$,sports
腾讯读书:《而河马被煮死在水槽里》1944年夏，哥伦比亚大学谋杀案震惊了年轻的“垮掉的一代”。威廉巴勒斯和杰克凯鲁亚克受这起命案的启发，于1945年合作完成了这部小说。小说以硬汉侦探小说的写法，由两位作家交替各写一章，描述了纽约一群放荡不羁的年轻人，充满了毒品和艺术，困扰和残酷。标签：$LOTOzf$,literature
冬日里到底要穿什么才能成为街头闪亮的焦点？当然是要穿出自己个性的衣服啦！ ~~~关注米娜，关注美容护肤频道 ~~~				 美容护肤频道：大石参月引爆最强冬日个性Style冬日里到底要穿什么才能成为街头闪亮的焦点？当然是要穿出自己个性的衣服啦！看看大石参月引爆最强冬日个性Style，也许下一个街头Star就是你！~~请关注米娜美容护肤频道 http:t.cn/SciGA原文转发|原文评论 $LOTOzf$,woman
" 秋冬季节祛痘 专家教您选择合适的祛痘$LOTOzf$战痘大作战:【秋冬季节祛痘 专家教您选择合适的祛痘】 秋冬季节气候特别的干燥,加上夏天累计起来的皮肤问题,造成肌肤水油失衡,给痘痘滋生了土壤。秋冬季节祛痘 专家教您选择合适的祛痘产品控油和调节油水平衡,是秋冬祛痘的重点,一定要...http:url.cn/2gJOiz",woman
组图：刘翔返沪风衣帽遮脸 美女跟随帮拎行李  http:url.cn/0TRMXc  (分享自 腾讯体育 )$LOTOzf$,sports
微体坛【徐国翀狂砍46分难救主 全华班新疆惨败三外援福建】在刚刚结束的一场CBA比赛中，福建队以115：92战胜新疆队，取得三连胜。福建队麦克唐纳德得到32分，安东尼得到21分。新疆队徐国翀砍下全场最高的46分。据新浪体育				$LOTOzf$,sports
我怀念那个年代。我真怀念那个年代啊那个时代蒙着一层柔软的灰尘，如同温热的丝绸般抚摸着我们还没有皱纹的脸，泪水可以沿着年轻光滑的眼角流进领口，而不会像现在一样，把眼影和睫毛膏，冲成一摊难看的乌黑堆在眼袋上。文郭敬明（《小时代30刺金时代》）标签：$LOTOzf$,literature
敷面膜的4个门道！				 雅漾：雅漾肌肤 正确敷面膜1.敷面膜的最佳时间，睡前敷最佳2.做好皮肤清洁，确保皮肤干净3.敷面膜前确保皮肤湿润，湿润的皮肤更能吸收水分和营养，如干性肌肤可以先涂点化妆水，热毛巾敷脸后再敷面膜效果更佳4.面膜后注意清理残留物，用温水将残留物洗净。同时且不可忘记收敛步骤。原文转发|原文评论 $LOTOzf$,woman
【养颜甜品】1.去痘印：薄荷、冰糖热水冲泡冷藏后放入柠檬片2.除面部萎黄：薏米黄豆冷水浸泡5小时、榨浆煮沸、放糖和葡萄糖内脂搅拌静置3.改善黯沉：西米煮10分钟后过凉水，椰奶煮沸加山药、晾至室温加西米、荔枝、白糖4.美白红润：玫瑰、冰糖热水冲泡5.淡化色斑：西红柿、柠檬榨汁加蜂蜜。美容$LOTOzf$,woman
上海男篮爆冷战胜新疆，今晚没有打进电话的朋友，明早7：009：00活力早班车，继续邀您上线来说话：02162561000标签：$LOTOzf$,sports
为了进一步提高西亚斯毕业生适应社会的能力，西亚斯校友会办公室联合就业指导中心拟于2011年11月26日（周六）上午9:0012:00在行政楼一楼报告厅举行主题为“当代大学生毕业后如何快速适应社会角色转变”的座谈会。著名作家查建英和资深传媒人郭宇宽将作为特邀嘉宾参加此次座谈会。标签：$LOTOzf$,campus
2010年第三期《临沂广电》。封面人物是临沂广播电视台主持人安婧。标签：$LOTOzf$,literature
《体育世界》互动话题1：您认为羽毛球比赛是否有必要采用鹰眼技术？说说您的理由？标签：$LOTOzf$,sports
从奇虎社区搜索到360安全卫士，再到360平台，周鸿祎的计划很完美，环环相扣，像一串排布好的多米诺骨牌，只要碰倒了头一张就会不停的连动，一直到终点。他希望这个终点是把红旗插上纽交所，这一天，他期待了很多年。——2011年第7期封面文章《为什么是周鸿祎？》$LOTOzf$,literature
稚慧坊:我们的数学书林怡育儿会所:已经开始印刷啦俞寅：这是《奇奇妙妙学数学》的样片，样片出来了就说明马上就要大批量印刷了，年前应该可以上架了吧原文转发原文评论$LOTOzf$,literature
城运会跳发10月25日，在江西南昌举行的第七届全国城市运动会网球男子单打决赛上，中国香港选手杨柏朗0比2不敌武汉选手宁宇清，获得亚军。新华社记者金良快摄,sports
11月18日下午四点，鲁能泰山队来到合肥市奥体中心体育场进行赛前适应场地训练，队员们来到场地后立即投入到训练中。今天训练只对媒体开放15分钟，随后便进入到封闭训练。:7标签：,sports
来自《赛季缩水，安东尼本赛季不会回丹佛打比赛》： 不管掘金球迷对卡梅罗... http:url.cn/3nFtCf$LOTOzf$,sports
【德州成立妇女权益纠纷人民调解委员会】德州市首个妇女权益纠纷人民调解委员会正式成立。今后，各县市区也将开展各级妇女权益纠纷人民调解委员会建设，将公益调解服务延伸推广至全市范围。 http:url.cn/1riddm$LOTOzf$,woman
有图有真相：塔吉克斯坦取代叙利亚出战亚洲区预选赛，《足球报》上周爆料称塔足协邀请高洪波带队参赛，高随后婉拒邀请。一天后，塔足协官员否认此事存在，甚至称“不知高洪波是谁”。对此，足球报就此事做跟进报道，并公布了确凿证据——塔足协发给高洪波和中国足协的函件。 蒋万鹏$LOTOzf$,sports
2011体坛风云人物最佳教练奖候选人:张景龙2011体坛风云人物最佳教练奖候选人:张景龙张景龙中国田径队教练带领李艳凤在第13届世界田径锦标赛上获得女子铁饼冠军$LOTOzf$,sports
上品网12月12今日团购仅售26元蝶翠诗深层卸妆油30，当家产品，日本杂志卸妆类产品第一名卸除彩妆无残留，清除毛孔内污垢、黑头，乳化效果一流，肌肤柔软清透。让肌肤恢复到最初洁净状态:5,woman
《辛亥革命》电影小说完整版震撼上市，21日杭州首发$LOTOzf$,literature
想读《考拉小巫的英语学习日记》 http:url.cn/2KAu2$LOTOzf$,literature
《中外着名经典芭蕾舞会萃》 ——中国中央芭蕾舞团上海师范大学专场访问演出 演出时间：2011年6月6日18:30 演出地点：东部礼堂 索 票：6月1日12:00始 (凭上海师范大学工作证、学生证免费索取，每证限索一张，索罄即止) 索票地点：上海师范大学音乐学院大厅 演出垂询：music.shu.edu.cn 64328887$LOTOzf$,campus
欧冠曼城和曼联都小组淘汰了。。你让我怎么相信爱情？$LOTOzf$,sports
友情提示：BT体育播出安排：12月18日（日） 18:40 ★直播：体坛资讯 19:28 ★直播：中国男子篮球职业联赛（北京-青岛） 21:25 ★直播：天天体育 22:00 ★延播：世界俱乐部杯决赛 00:05 英超（曼城-阿森纳），个个精彩，不容错过！        $LOTOzf$,sports
LK在巴西避暑:提到巴西，大部分人的印象就是足球桑巴亚马逊和暴力。但其实在巴西5500多个城市中稍微危险的可能也就是圣保罗和里约这两个了，其它大多数，都是那般安静普通。我们对世界其实还有太多误解和不理解，也许只有去到那地方让空气触碰肌肤双脚踏在大地，才会切身体会到，其实那不过也$LOTOzf$,sports
【 超给力！免费领取【皙肤泉】袪豆便携装，超实惠!!! 】。。。 http:url.cn/2r5YXE$LOTOzf$,woman
可以直接到编辑部买，地址，北京体育馆路8号，中国体育报业总社院内，后楼51700：羽毛球杂志木有支付宝，木有财付通，在网上订购不支持货到付款么？那么北京哪个实体店有卖12月的《羽毛球》杂志，或者说，能去你们编辑社买不？地址？转发(3)评论(4)12月10日09:17来自新浪微博,sports
 || 国际足球: 阿森纳Arsenal 十分简单的一个传切配合就撕开了对手的防线！CC腾讯体育$LOTOzf$      阿森纳新闻:【进球视频：贝纳永见缝插针 热鸟晃过门将轻松破门】CC英超 国际足球  http:url.cn/21KoWj                收起进球视频：贝纳永见缝插针 热鸟晃过门将轻...,sports
[足球之夜夜视线之辽足亚冠退出后球员的遗憾请登录：::收看$LOTOzf$,sports
淘宝维权 34158 官方网站 www.315pingtai.com$LOTOzf$,woman
2011年羽毛球黄金大奖赛11日12：00直播2011年羽毛球黄金大奖赛韩国站男单、女单、男双、女双、混双决赛及颁奖仪式。:3,sports
CBA风云季钱德勒14+18广厦止2连败 福建残阵创赛季新低  http:url.cn/1eWzE2  (分享自 腾讯体育 )$LOTOzf$,sports
湖北体育李征这个。。。微博上有观众问湖北体育有没有官方微博，他们希望在微博上看到英超转播的预告标签：,sports
回复张超:恭喜你，成为湖南经视《英超足球夜》第三个问题的幸运观众。请中奖观众通过微博私信，将电话号码告诉湖南经视《英超足球夜》，方便我们同您联系中奖事宜张超:我觉得应该是热刺吧2：0了，还不换？湖南经视英超足球夜：今晚12点湖南经视《英超足球夜》为大家带来英超第15轮的直播：斯托克城热刺的比赛，欢迎广大球迷踊跃留言，微博互动转发(5)评论(70)12月11日23:00来自新浪微博标签：$LOTOzf$,sports
今天，姚明召开了新闻发布会，宣布正式退役，结束了自己9年NBA生涯。他被称为中国篮坛历史上最伟大的中锋，在NBA效力期间，对东西方篮球做出卓越贡献的他曾两次登上《时代周刊》亚洲封面，两次被《时代周刊》评为年度世界最具影响力的100人……祝福姚明今后的人生越来越精彩！        $LOTOzf$,sports
费查（弗莱彻）由于溃疡性结肠炎要远离足球，休养一段时间。已经捉襟见肘的曼联中场再遭打击，冬季转会期就要开了，费SIR，还不买中场么？在此祝福费查早日康复，重返赛场，各位红魔，支持费SIR冬季开闸买人么？如果要买，大家有什么心水？曼联中文官方网 曼联新闻        $LOTOzf$,sports
从奇虎社区搜索到360安全卫士，再到360平台，周鸿祎的计划很完美，环环相扣，像一串排布好的多米诺骨牌，只要碰倒了头一张就会不停的连动，一直到终点。他希望这个终点是把红旗插上纽交所。这一天，他期待了很多年。——2011年第7期封面文章《为什么是周鸿祎》http:url.cn/27DNh1$LOTOzf$,literature
体育，也许是我们能带给他们快乐最简单最直接的方式。,sports
亲爱的微友，收藏界杂志至2012年已创刊十周年，现向社会贤达征集美文，内容可以谈谈您与收藏界的故事，也可抒发对收藏界的寄语。字数不限，我们将择优在2012年收藏界刊登。邮箱：126（也可微博留言）丁华标签：,literature
明天下午三点半室内篮球场我们10级年级队与教师队的篮球赛，欢迎到时观战标签：$LOTOzf$,sports
楚天曹磊，在济南奥体中心现场报道2012年伦敦奥运会女足亚洲区预选赛，中国队与韩国队的比赛。目前双方仍未进球，韩国队占据一定优势$LOTOzf$,sports
如今写长篇的作家和过去100年相比，字越码越少。过几天统计一下，书出版得越来越快，字距越来越稀疏。$LOTOzf$,literature
服饰与搭配MERCURYDUO 2012 春夏新品        $LOTOzf$,woman
人民出版社、东方出版社与常春藤正式签署协议，感谢北京团队的努力！$LOTOzf$,literature
今天一单位收到说是人民网的文件，要收39000＋4800元钱。问我是真假，请大家一起鉴别。$LOTOzf$,literature
上品网12月8今日团购69元抢购青葡萄唤醒粉饼21(自然肤色)富含青葡萄精华，有保湿、亮白之功效，为肌肤形成防护膜，还原自然好肤色运用防水配方及智能型平衡油水的粉末，不易脱妆，时刻拥有长效完美的轻透裸妆:,woman
在陪伴母亲病房遗失刚来的看到一半的最新《散文海外选刊》，虽与贵重无关，几天过去，仍心心念念。十多年书报订下来，现在只剩它与《世界文学》每年必订。自认为有它俩及零购的《小说月报》中国当代文学尽收眼中。$LOTOzf$,literature
转发微博分享投资白文涛：《社会契约论》是法国启蒙思想家卢梭于1762年完成。首次提出天赋人权和主权在民，强调国家是自由的人们以平等的资格订立契约产生的，如果国家权力违反公共意志，社会契约就遭到破坏，人民有权决定和变更政府。这部著作被誉为人类解放的第一个呼声，对法国《人权宣言》和美国《独立宣言》产生了重要影响转发(683)评论(134)10月28日21:42来自新浪微博标签：$LOTOzf$,literature
中超联赛年度颁奖典礼开始了,sports
下期《天下足球》特别节目2011大盘点，将为您奉献2011年世界足坛五大巅峰对决+年度百大进球。您认为排名第一的2011年最佳进球是哪一个呢？斯坦科维奇、内马尔、鲁尼还是梅西？        $LOTOzf$,sports
